t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10,t+11,t+12,t+13,t+14,t+15,t+16,t+17,t+18,t+19,t+20,t+21,t+22,t+23,t+24,t+25,t+26,t+27,t+28,t+29,t+30
1.845016559714746096e-01,1.238003432455329622e-01,-2.573330789851135392e-01,-3.238292433555145511e-01,-3.189884918405649361e-01,6.600459685327458859e-01,4.269431239581963911e-01,1.886383401325232231e-02,7.217838006711280174e-02,-3.983843442556357362e-01,8.380441847140550349e-02,-3.862372345399657236e-01,-6.873889713915688759e-02,7.757207773153681485e-01,-6.537028699344894500e-01,2.505938983258559349e-01,7.628436721149124689e-02,6.329450494046875431e-01,-5.075341970892432997e-01,9.910221994855648031e-01,-3.680794436367021971e-01,4.920215562956648525e-01,1.873900230874376086e-02,-5.714153749576936919e-02,1.393211099867469882e-01,-3.320130934758873109e-01,2.499150258496404473e-02,-2.352118944910444043e-01,-2.423292296945149804e-01,-9.211718282830989868e-02
-2.063689593112209286e-01,1.505835366904778871e-01,4.578515105703972465e-01,7.028692655328672156e-01,1.256254099977491157e+00,-2.549480184883095579e-01,-3.525528480908707296e-01,-2.048716488346604414e-01,1.040115962344225348e-01,1.222760582685984421e+00,2.471390772431673322e-01,-4.200268521283613832e-01,4.794159735036472303e-01,4.321316384827364465e-01,2.047586949520238675e-01,-1.969192089573763016e-01,1.978888792294352383e-01,2.030323423653006970e-02,1.800631887496636496e-01,-5.045495513573068358e-01,-3.793227089827251319e-01,-3.975568475490240394e-01,3.004945523596069118e-02,3.804262556561129327e-01,3.937131311666363098e-01,7.354061740011782478e-01,-9.338028524901775818e-01,-4.660864979788427731e-01,3.004030362704914747e-01,-1.319360992514629460e+00
3.379478928715147767e-01,-4.838916722574320706e-01,1.300246058293966778e-01,-7.466663928922300242e-01,1.625192568651756986e+00,2.797024870453712619e-01,7.737843337808458788e-01,-8.866688037193395933e-02,4.214636009660883142e-01,-8.838065852169545156e-02,-4.717860713726011457e-01,6.066828826059503799e-01,2.303798421267385932e-01,1.071952187311518701e-02,2.415190347847132740e-02,1.352852248258712697e-01,1.246088349225298597e-01,-6.697277203342876239e-01,1.978334497541075210e-01,-6.310002193757078270e-01,-1.698707862918496236e-01,-6.148757954247434654e-01,8.787866683066513085e-01,4.328883260073286277e-01,5.015480013465516140e-02,1.063601075073544733e+00,-7.825348465754580207e-01,-9.458362446843452398e-01,-7.479815914275748934e-02,-5.894285777789577511e-03
-4.301407139988508432e-01,2.083687203387844633e+00,-7.860698891456913140e-02,8.148131033782806121e-01,1.196833684694618288e-01,4.590331722942251891e-01,-7.979555856696159966e-01,-1.446605140112040555e-01,1.053369773584096114e+00,1.257936964456471518e+00,1.056454052420758183e+00,2.093424877469409195e-01,-7.888085340125082501e-02,-5.592589645994222591e-01,7.342127029410629169e-02,-1.612450925476232103e-02,-9.482470918723304720e-01,-6.491625838578025942e-02,1.856067764831994260e-01,2.519217938145694169e-01,-3.780184293234321868e-02,-7.917054991735965608e-01,-4.730481304014975130e-01,-4.984914059829432254e-01,-8.656529481744529297e-02,4.683296615631856730e-01,4.275263617412983774e-01,5.821948730494616586e-02,5.661866409358651264e-01,-2.892941640884566512e-01
6.889735739855182839e-01,2.487932815717298629e-01,-8.516479432258362570e-01,9.128152743285578019e-01,2.418187409150946987e-01,-2.844233082492758635e-01,4.748848409435499907e-01,-1.257003651632371266e+00,-8.232757519987324302e-02,7.581372911613100118e-01,6.048732881527583150e-01,5.327447984022955912e-02,-3.038916050019343507e-01,4.576378593332186551e-02,2.761303752276217383e-01,2.279070145719015172e-01,7.065446729992398422e-01,-2.943458543104821024e-01,-1.035414266902433988e+00,-1.296882977981564711e+00,1.596256131540662870e-01,-5.374124141872650695e-02,1.014033456588690596e+00,4.637711641425855125e-01,-3.345822638012980188e-01,1.252762516617164368e-01,-1.024382684682978217e+00,1.387635683599637071e+00,-3.081412278871734634e-01,1.380472295763275903e-01
6.093319440311754098e-01,2.983722598980223517e-01,-1.143641146628620459e-01,-2.104091769935364509e-01,-4.877118246497075260e-01,-3.965364224859870002e-02,-5.107462183106252773e-01,5.682835710253786310e-02,5.292231164040459568e-01,8.908231544427488990e-02,-1.413722791222952191e-01,-9.069571203637623036e-01,2.190409635412435274e-01,2.529888447135054119e-01,-2.538899601768294101e-01,-1.712011979184439869e-01,-2.814832979100421184e-01,1.536160085315811490e-02,4.761564108103920334e-02,4.919470845697477279e-01,-4.166081205026146428e-01,-1.641857588549527069e-01,4.495565632851317717e-01,-1.053447132169809258e-01,2.398106842255022797e-01,2.015876763562268470e-01,3.630201200016798802e-01,-5.002288215222515655e-01,3.558457519778209649e-02,4.170075654442809143e-01
2.361824431781031630e-01,2.595077666824382234e+00,1.348985542714600916e+00,1.256659183287917481e+00,8.597765170857641914e-01,9.603048131833065437e-02,8.883851536748724742e-01,-1.296336633628455415e+00,-5.376010621316149596e-01,-5.481172678488024363e-01,-1.616959585357123086e-01,-1.023272844551678107e+00,2.313390522359525026e+00,4.409209994173931002e-01,7.212366551881220778e-01,-3.020486141172049610e+00,-3.033515268877879478e+00,1.338093792252404768e+00,1.442075140557400603e+00,1.726933762314985521e-01,1.937822075034401736e+00,6.477044462227086186e-01,-9.974235625796368243e-01,3.183098684748228990e-01,1.173854008709470875e+00,-9.736231612620949161e-01,2.264894391513775584e+00,-1.393205101201692997e-01,6.198368345720939310e-01,2.016199204263916300e+00
2.677896908088062133e-01,7.653654853154361337e-01,-5.470980682347720281e-01,-1.019718569024941957e+00,5.723721089768792070e-02,-5.755317960201870031e-01,3.663810251213366898e-01,7.828963232799099337e-02,-6.672033640622576645e-01,-9.378629787928466355e-02,-7.947679218539919210e-01,8.303913616368134853e-01,-1.788555424546021677e-01,2.678218497308336166e-01,2.459138074255346751e-01,-5.270339976747768773e-01,1.938853018744851886e-01,-5.204665502611945938e-01,-1.088653363816661883e-02,-1.036432382507161132e-01,1.115314911662436126e-01,-9.921846359671409044e-01,5.393353703284340384e-01,1.141030945388675555e+00,-6.838629958507405071e-01,3.175578856814161854e-01,-1.293773329328636645e+00,-1.600852729706155331e-01,-3.425016067879956827e-01,-3.949181782198986079e-01
-4.859625281753168213e-01,5.161322912107708660e-01,4.419703033556546812e-01,3.486215879762973868e-01,-3.185134033211698412e-01,2.557861945014121563e-01,4.959456892024954322e-01,-4.732690443297577487e-01,-3.164001154922767567e-01,-1.827130498169547701e-01,1.698546664966510134e-01,-7.973472460612649471e-01,-1.131838506745234785e+00,-6.295434797614272160e-01,-3.792820041249367891e-01,1.352061007624485001e+00,-9.166828298662135777e-02,-4.625499988264275032e-03,-3.918644085371471297e-02,1.111338374466567025e+00,1.461460521023955628e-01,-5.482545388030118927e-01,-3.122991137343086865e-03,-2.779786602749907409e-01,6.572884005224581827e-01,-1.179366177609485922e+00,1.019148392690703231e+00,-6.235804963738001555e-02,5.798475723524143532e-01,-4.289493450448553791e-01
-2.328648440534699382e-01,1.852263036811580277e-01,-7.675543273917190268e-01,-8.072303853977520760e-02,-7.163291546905912188e-01,4.616445660931866590e-01,2.043106437485554816e-01,3.533686617424524612e-01,2.355186443176446598e-01,-1.006391036164953900e-01,1.407618892471325101e-01,-1.469239214747276867e-01,-1.181369440237553858e+00,3.308395204787203392e-01,1.027314495850401688e+00,6.463426945355273956e-01,4.861275703075391696e-01,2.887467669906541023e-01,-2.816712787200039148e-01,-3.570634048962263440e-01,1.483302682204267753e-01,-3.637364808345937978e-02,4.933145236218430818e-01,-1.025066809038705368e-01,1.597193355680303073e-01,3.712743624291570121e-01,-6.814366051837753568e-01,-5.502280842049841469e-01,1.616659776495843193e-01,6.863558972860496210e-01
6.020265060674701713e-02,6.568184633859434074e-01,-6.735863145490976756e-01,5.965447824368217411e-01,9.855115271387833442e-02,1.777496371892010596e-01,-6.453048652148382081e-01,5.305025650722607899e-01,6.072190433004177601e-01,-5.310349248963376345e-01,-7.745869207234458431e-02,5.288345889831078672e-01,6.357551436542866474e-01,-9.705119046630653612e-01,-1.098296870177805751e+00,6.370063313154547546e-02,-1.281604869661953972e+00,5.468021955947149904e-01,3.633988210853318357e-01,3.437776503459246680e-01,-8.601708197141248735e-02,-3.392223198213731306e-01,-2.417752475974240256e-01,3.544606478511953124e-02,8.568298665246674162e-01,4.439266675557660413e-01,-2.046604719133473804e-01,-1.714418901936466677e-02,-8.049836798644607327e-01,8.912570049654759963e-01
8.091736790794253897e-01,9.929954471197405264e-01,-1.793722291351752540e-01,1.357914646076178178e+00,1.565844362059547468e-01,-1.508366647633402613e-01,4.092933249158467457e-01,-1.575026685667480386e+00,-7.150323759366171705e-01,-4.281844689058580955e-01,7.344116295607021616e-01,1.947533247782072818e-01,5.303972743794007627e-01,-2.093433320541765175e-01,-1.553915067999223298e+00,-1.762308384351349289e-01,4.221800898381462552e-01,-1.618861678533159099e+00,1.382466446696769269e-01,-3.275630430867905729e-01,2.205606512677147080e-01,1.328584479397139709e-02,6.800458999093643708e-01,-4.432795989144890370e-01,7.536646997500144884e-01,-2.921158117285618805e-01,-1.360583132519143534e+00,1.420630737599719362e+00,-1.120667092768519391e+00,-4.241785391853152842e-01
1.806222775644654166e-01,6.541582058915681452e-01,-2.518582905009705830e-01,-1.207478197067508585e+00,4.926755139304473396e-01,-2.702949415130941838e-03,1.150699584849763868e+00,9.920649496891481567e-02,-7.758761063986079065e-02,4.527776962010881534e-01,-1.091929403616386240e+00,1.310182271897034623e-01,3.076860354665158365e-02,1.151145998330351361e+00,-1.771609301571044903e-02,3.145501629452470693e-01,-8.795186516615350891e-01,2.088988583952512967e-01,3.922920641343823900e-01,2.711981196687923701e-01,-1.136010114467777887e+00,1.400162060157772448e+00,-4.159794433537591929e-01,6.409233801918816642e-01,-3.634424844017112299e-01,1.424983030821208807e+00,-2.935412261706454307e-01,9.372432510541078843e-01,1.176903639419850101e-01,-5.324767761207906958e-01
-1.593875148974841061e+00,5.522104925298884082e-01,8.271481343503531702e-01,-4.346106552767571296e-01,1.191453157449627431e+00,-3.765544213317616462e-01,1.337327975301694227e-01,-8.781963839841763209e-01,-2.057863021753222332e-01,3.882076130458894103e-01,-1.829859688908824222e-01,2.853290477754156229e-01,8.009620770004141077e-01,6.366273650839400222e-01,8.742434463740141881e-01,-4.518041549476740082e-01,5.563585765965041174e-01,-6.312875057458189332e-01,6.257374607820826995e-01,5.326057585728508625e-01,4.259927087051689765e-01,6.229518029812312896e-02,-1.462725586019766766e+00,-2.881200610656202768e-02,1.303648013547532125e+00,3.264768397621720802e-02,-9.242720376968764640e-02,-2.700017289964404266e-01,4.314905146399852232e-01,2.250004733329999673e-01
-6.488647387761494745e-01,-5.113199573010173138e-01,9.018239503151955772e-01,4.445940293424340689e-02,9.185839298511156992e-01,1.232939146655510076e-01,1.559116149812608265e-01,6.330875015185568611e-01,7.223972945055137096e-01,1.152383195466937221e-03,3.385925899278245943e-01,-5.572496870618640630e-01,-1.970899323503736866e+00,4.580225186159557205e-01,-6.530935774691893902e-01,-9.200711118916088394e-01,-2.309027162733409355e+00,2.686160547932674003e+00,1.014163997990698007e+00,8.267030282049164791e-02,-3.074166992846086854e-01,-1.627464904818192615e+00,-3.980547450816347976e-01,1.029370880253374088e+00,-6.407537226588128076e-01,-8.805916281396223289e-01,8.965934803081216931e-01,-1.070359699969916978e+00,-9.112944238198496250e-02,-1.492634234986595920e-01
3.341896761809216576e-01,-4.404343382881173996e-01,-5.638628716089962856e-01,-3.877854781981260324e-01,2.137025973730898032e-01,6.467660012351025278e-01,-3.410886390398079060e-01,-7.681920595247437866e-02,-2.699234160659478299e-01,-3.588400244091046604e-02,1.344395940604496964e-01,-3.669012955728735426e-01,1.208799918205428314e+00,-3.092635444891490559e-01,-6.440021906584924016e-01,3.783926207127968899e-01,2.877303366171315990e-01,1.593240934832800271e-01,-3.686769147204792541e-01,-5.229857849271239978e-01,-1.029911565530518686e-01,6.774741390041236766e-01,1.137128040482584812e-01,3.375423033558344055e-01,2.696379057452107375e-01,6.905841404434964748e-01,1.037786748197664227e-01,-3.083555230472120878e-02,7.149871018309822412e-02,3.389404124909743410e-01
-8.100172062508965709e-01,6.264033886822865105e-01,1.239916295623519238e+00,-7.486800773931772124e-01,-1.227819310785413842e+00,5.403424805699245104e-01,2.434902890132826681e+00,-5.730655640220435609e-01,-5.862869306173260631e-01,-4.386096767844199773e-01,-1.045930472619621465e+00,-2.640789322008441964e+00,8.089961499191223870e-01,-9.567995189712724668e-01,-1.034198659649799401e+00,-4.024539855784519560e+00,2.675818000394434737e+00,9.556190377612254760e-01,1.271388803326283456e+00,-2.647324491392878176e+00,5.681310646473348713e-01,-7.506275383361717957e-01,1.393478125982180016e+00,-1.121841846279467259e+00,3.604172709339557912e+00,1.260131274902805742e+00,3.423566130904504012e-01,-4.137502345216693134e-01,1.096392098579431318e+00,-1.666348096512352550e-01
-5.485552247239677826e-01,-2.843076552370959464e-01,1.694329826315671139e-01,2.716459624348031565e-01,8.129947545518700913e-01,-2.798594807851174648e-01,-9.146007005940751666e-01,9.034109931172463748e-01,-6.323837676655964524e-01,1.931981282419975299e-01,5.033011790896465554e-01,7.027228233305241600e-01,8.473256544408338531e-01,2.031865554281904462e-01,3.440773238563722969e-01,4.969839459555050465e-01,-8.153520736474408892e-01,1.901430455377871587e-01,3.864024851096456437e-01,4.393448297409571768e-02,-8.711175501567995916e-01,-1.615529418675530460e+00,3.633032078458596770e-01,2.122096789715284260e-01,2.049152463710599004e-01,3.730717186259108198e-01,2.117326102962862888e-01,-1.519346728069290720e+00,-7.491252402490190532e-01,1.903623515199460159e-01
1.374534019658567585e+00,9.388818076849617666e-01,-8.737898970237147900e-01,-1.498288101023583785e-01,3.288458161969216031e-01,1.670012321442641001e-01,9.630984883820802311e-01,2.376410736178918293e-01,-5.082054848097850019e-01,-5.728132951448066112e-01,-7.080351900390543518e-01,7.478062970135764820e-01,8.154315075381550759e-01,-5.645843629800362251e-01,-4.160491507949314882e-01,1.058363101317997712e+00,4.243010600761902840e-01,1.197435908017904449e+00,-3.999230891210860950e-01,2.046378905569636586e-01,-5.768818156561842381e-01,7.962199433365275969e-02,4.617116531777493149e-01,-1.390074174196547219e+00,-5.442243112302705965e-01,4.029362206737472363e-01,1.410635863740731244e+00,8.314344422281272351e-01,-3.520585535485981632e-01,1.647941790093919057e+00
-2.678017907387513219e-01,7.326980354451176902e-01,9.199080706224384285e-02,-1.431451588061726510e-01,1.749875728851854051e-01,1.905753597132078814e-01,1.895266373010929054e-02,-2.719626192670593356e-01,8.277993525214074610e-01,-2.428490131601721835e-01,1.001721791446536815e-02,4.059095810061945642e-01,1.263491834746342524e-01,5.119496660797554499e-01,-2.077181303089979114e-01,-4.777540406129337364e-02,2.580592943067134826e-01,1.093220541158446135e-01,-1.321203127041704894e-02,3.472429230782721477e-01,4.330331007100111096e-01,2.343718363144028649e-01,-6.391373199520222759e-01,-2.357585812771198774e-01,4.719548653790600068e-01,-6.926972303923372154e-01,-1.251941527492231032e-01,3.987553523727314642e-01,-9.816464578297222354e-02,-5.152980755093623522e-01
-3.720862368838550038e-01,9.234695223530715869e-02,4.613694853595799034e-02,-3.616607907910558972e-01,-6.484464345755563963e-01,-1.391850406611290225e-01,7.358347809675318540e-01,1.089242098248679236e+00,-7.078183732611509349e-02,-1.987307984548052076e-01,-4.326024199264867920e-01,-1.455348091092450558e+00,6.964493918392551386e-01,2.889869167185714627e-01,4.717861203687552241e-01,7.680849390477654248e-01,2.141176707930902978e-01,1.836778450202885410e-02,-5.426521568180473487e-01,8.554623381422331585e-01,6.403200430825125578e-01,-6.845709685638171615e-01,6.423540264050738892e-03,7.789188630038714756e-01,8.220929304683284311e-01,-1.033436612304869273e+00,4.063568580133919417e-01,8.038351774178475670e-03,-3.416047301847878748e-01,1.079293717987968027e-01
3.435239819600439670e-01,-1.758514524855509242e-01,-1.317836349797499862e-01,-4.262995094233593685e-01,-7.226256334093131839e-01,9.023723790428809233e-01,-3.563832139185678094e-01,1.010749077792747030e+00,8.543855325048059501e-02,1.902161177550604487e-01,-3.323769164570608559e-02,6.549829035808922839e-01,-1.525729202127656281e+00,5.792757390759202263e-01,-1.012160626812916631e+00,-2.559883893926746534e-01,9.036248499487283814e-01,-3.715883691280238987e-01,2.671179564365697146e-01,3.528539403293365906e-01,4.422487757989879698e-01,8.474482128227395217e-02,3.291587105975360972e-01,-1.968897588433541831e-02,-6.281245566573084860e-01,1.637209327671333148e-01,3.725800444402478928e-01,1.852302342160724868e-01,4.950535173304731473e-01,-9.238883163826984157e-01
6.965584344063515676e-01,3.343531804780071059e-01,6.834118670815624297e-01,3.206228691648618789e-01,-5.579531337044331130e-01,-4.554768825038776336e-01,2.780282876092703970e-01,-2.433306227943117239e-01,1.215625470745059999e+00,4.857869835018455706e-01,-2.218527507362983986e-01,1.267209167918469104e-01,6.560520686311837046e-01,-1.069307745898266271e+00,-4.555371209291196877e-01,3.929488803400117414e-01,3.137134652137219537e-01,-1.974978337680716785e-03,4.196227706710382033e-01,-4.571414044865906301e-01,1.057887414419855371e-01,-5.057624786997724220e-01,-6.266675788287906501e-01,9.549640677159346724e-01,6.276445444118651240e-01,6.138844758084954778e-02,1.721991859079547993e-01,-2.871842885439881976e-02,7.713971265127525512e-02,3.793234130680316896e-01
3.377263536308817704e-01,-8.588252190867523561e-01,-1.513751182698411246e-01,1.274492139301924842e+00,7.793050082824372060e-01,6.775714495200361176e-01,-6.098715693894879442e-01,-7.123975478120672111e-01,-7.357763694832540891e-01,2.293504737424559847e-01,3.827820501795568819e-02,4.864730405050961548e-01,-6.332842770359221607e-01,5.223982189535668619e-01,-1.162464537887511612e-01,-7.914093988767074705e-01,1.641326414110328147e-01,4.174564206207999617e-01,2.374782541867384300e-01,6.996873784124961748e-01,-1.459100799078807631e+00,-8.317705135207184020e-01,7.557954665485651091e-01,-6.785614784474097716e-01,7.238312846601377970e-01,-1.048741877047525417e+00,1.895296885420641730e-01,-2.455334774032525758e+00,-1.210890377801731255e+00,3.597082572381148369e-01
5.644255230799514189e-01,-1.480190024608764254e+00,-3.188028407792957264e+00,5.210831572568845882e-01,3.220030812509055540e+00,7.609207649698975784e-01,1.376305928753951968e-01,-3.290445998737592248e+00,3.032157675382444406e+00,-1.542649994005257374e-01,9.050575894786070386e-01,1.060735340068006127e-01,-3.487341547607983872e-01,-4.890644050887550387e-01,-1.971704606732725962e+00,-8.171461841752123423e-01,1.166914351550201401e+00,-1.820273352466702244e-01,-1.201951388549308497e+00,-2.345271774428782929e-01,4.174421873201248911e-01,9.952104942499502560e-02,2.738254428403456231e+00,-2.900928964259216203e-01,8.064207236268298995e-02,2.132338661961510617e-01,-7.286500594238716488e-02,-1.775251945637686513e+00,1.190649184398943072e+00,-5.995919104098795804e-01
2.077983639905612634e+00,-7.965990151420947463e-01,-2.459261455697170917e-01,6.810349058688246471e-01,3.687185321010316708e-01,-2.227959748970391451e-01,-9.123686331911383673e-01,-1.052097481900403642e+00,1.202429473966043494e+00,-1.710029721231264066e+00,-2.268674147373464844e+00,7.443690442308843469e-01,2.044329369825984566e-01,-4.696352350245631135e-01,-2.515249466126126876e+00,4.848219776267871928e-01,-7.615948622651320665e-01,-3.799551110721915981e-02,1.976972823138997359e+00,-2.917716231370536484e+00,-1.198911762836893241e-01,-9.677441529941356313e-01,1.045129704903734691e+00,-1.221647656327005560e+00,-1.720953868829724787e+00,4.607104434894628398e+00,-2.442041466737597144e+00,2.422822016020345082e-01,-8.678631268011890443e-01,-6.310307703516337963e-01
